candidate,feature,mean,std
quality_causal_material,assembly_error,0.01977384426928083,0.004024098165545591
quality_causal_material,completeness_score,0.01866248817394131,0.005687430005608527
quality_causal_material,gain_cumulative,0.01812734342270994,0.0042159981246971305
quality_causal_material,gc,0.017774404024044337,0.004756388210888711
quality_causal_material,busco_fragmented,0.01732981968996497,0.005537772824701641
quality_causal_material,ovlp_median_div_last,0.017238053711805056,0.0037193354181877135
quality_causal_material,raw_read_n50,0.017081942175822935,0.0030658630659008783
quality_causal_material,busco_complete,0.016834968861589937,0.00587248655958572
quality_causal_material,qv,0.01577530350894656,0.0015042749975010344
quality_causal_material,qv_improvement_rate,0.015283290510550987,0.0045201386960710445
quality_causal_material,error_rate,0.014503944979272007,0.0015841586080928849
quality_causal_material,delta_qv,0.014422475706076455,0.0060551587964014315
quality_causal_material,missingindicator_delta_qv_trend,0.013660920893517873,0.0024858109004470366
quality_causal_material,missingindicator_delta_busco_complete_trend,0.013482317619494191,0.0035225685819097467
quality_causal_material,busco_missing,0.013065920234181844,0.004470654788251001
quality_causal_material,busco_per_contig,0.013002931140978077,0.0013536712264408956
quality_causal_material,assembly_frac_from_r1,0.012777205925803536,0.0034345416621985193
quality_causal_material,score_improvement_trend,0.012716100166963503,0.003514011005954563
quality_causal_material,score_improvement,0.012237044688044268,0.005161419407835763
quality_causal_material,delta_qv_cumsum,0.012185268430570466,0.0025931522587571074
quality_causal_material,delta_error_rate,0.01180180647276638,0.00418683772230651
quality_causal_material,delta_error_improvement,0.01123050895949205,0.0030482002768500117
quality_causal_material,qv_from_r1,0.011056043238988955,0.002988263651648155
quality_causal_material,busco_complete_from_r1,0.011053844088174858,0.0021233421891821416
quality_causal_material,delta_busco_complete_cumsum,0.01029691014692107,0.0017646058780026344
quality_causal_material,error_rate_from_r1,0.010124499528474745,0.0015465562627580262
quality_causal_material,n50_from_r1,0.009519333230012687,0.0016680815795780464
quality_causal_material,polishing_effectiveness,0.00903917279015488,0.0025250930898057635
